file,decile,mean_energy,fragile_fraction,mean_abs_diff,d_rs_per_bit,d_spa_per_bit,flips,domain
instrument3.wav,4,2438.1594326247086,0.03362322810381428,300.3512805587893,1.3065000000000005e-07,2.966850000000001e-08,20000,instrumental
instrument3.wav,5,3145.4237549578306,0.03129547516734862,427.5345226070432,7.730000000000002e-08,3.88245e-08,20000,instrumental
instrument3.wav,6,3932.014353539082,0.021733733939378375,455.7809421090025,1.765e-07,3.349049999999999e-08,20000,instrumental
instrument3.wav,7,5017.8237345868065,0.017109159691196356,554.0585340385834,1.5050000000000002e-08,8.879000000000005e-09,20000,instrumental
instrument3.wav,8,6113.926948700348,0.01694654136496688,272.2316027319879,-5.499999999999993e-09,2.9046499999999995e-08,20000,instrumental
instrument3.wav,9,12098.730087893864,0.012911671843314423,798.1418829307527,1.3305000000000002e-07,3.4468499999999995e-08,20000,instrumental
instrument4.wav,0,95.69061245341392,0.046085354620816706,44.2748756524409,-4.7000000000000004e-08,-1.7944000000000002e-08,20000,instrumental
instrument4.wav,1,169.6113810907489,0.015061101266250418,73.65936850251991,-5.360000000000001e-08,-1.7356999999999995e-08,20000,instrumental
instrument4.wav,2,231.16223678682937,0.011329112563088842,102.79058344315322,-2.3200000000000013e-08,-1.0437499999999998e-08,20000,instrumental
instrument4.wav,3,303.5406724697668,0.009468917249897077,134.10127931769722,-1.8500000000000004e-08,1.8500000000000722e-10,20000,instrumental
instrument4.wav,4,420.4645079737812,0.008362210916955442,194.8770859446042,2.099999999999997e-09,6.637000000000006e-09,20000,instrumental
instrument4.wav,5,635.3612371513469,0.006829744875387111,275.6712290468466,-1.8000000000000002e-08,-3.797999999999996e-09,20000,instrumental
instrument4.wav,6,1032.9936392986356,0.005781110329511002,289.72908955191787,-1.0000000000001328e-10,-1.6979999999999989e-09,20000,instrumental
instrument4.wav,7,1852.7947705175536,0.005541238300891697,316.64748632352354,5.400000000000001e-09,-1.2350000000000002e-09,20000,instrumental
instrument4.wav,8,4509.092839597953,0.0041834321344104185,570.3665263998525,1.29e-08,-8.954999999999999e-10,20000,instrumental
instrument4.wav,9,13912.213972596845,0.004787539499504049,659.8784597573372,1.3499999999999992e-08,4.940000000000044e-10,20000,instrumental
instrument5.wav,0,29.28552411530455,0.37564216428957037,3.2631001515072358,5.513e-07,2.48592e-07,20000,instrumental
instrument5.wav,1,1063.2716219404933,0.028679922312509255,84.44652888459227,1.0134999999999999e-07,4.3979e-08,20000,instrumental
instrument5.wav,2,2854.7253024016386,0.008039579468150896,251.05446532005888,-2.125e-08,-5.4805e-09,20000,instrumental
instrument5.wav,3,4055.578614439361,0.003599316739873109,379.3720455971554,3.1e-08,-1.5274999999999979e-09,20000,instrumental
instrument5.wav,4,4670.457367517459,0.0032862335579362106,447.59834729474113,3.2750000000000005e-08,8.178500000000001e-09,20000,instrumental
instrument5.wav,5,5124.6620171891955,0.002720210641952274,511.6537224164538,-2.5049999999999996e-08,-2.0479499999999998e-08,20000,instrumental
instrument5.wav,6,5549.958333549453,0.0026767575485434777,565.7072568902529,4.775e-08,2.7000000000000114e-10,20000,instrumental
instrument5.wav,7,5919.26668979184,0.0024064031248365214,612.244860236804,5.250000000000003e-09,1.7259000000000003e-08,20000,instrumental
instrument5.wav,8,6326.040026471382,0.002075014385603934,693.767458892047,1.0100000000000001e-08,-2.3173000000000002e-08,20000,instrumental
instrument5.wav,9,7066.223727704417,0.0017080163481564751,911.1363885911479,-7.649999999999999e-09,-1.0691e-08,20000,instrumental
instrument6.wav,0,668.0801812320697,0.03298049968597295,124.15321456472788,-2.284e-07,-3.69575e-08,20000,instrumental
instrument6.wav,1,1072.2556121284535,0.005500482632877258,182.61462913876844,8.939999999999998e-08,5.5342e-08,20000,instrumental
instrument6.wav,2,1493.7199604594543,0.004091703190609005,331.6541208201796,-5.88e-08,-3.77825e-08,20000,instrumental
instrument6.wav,3,1804.6828563673976,0.003111349528699517,422.71657598283394,-3.1250000000000025e-08,-2.762499999999998e-09,20000,instrumental
instrument6.wav,4,2214.613728098193,0.004797964314182353,327.8484119197989,6.124999999999998e-08,1.8716499999999998e-08,20000,instrumental
instrument6.wav,5,2597.829656872611,0.0049974706053684485,323.6938206122668,-1.5185e-07,-9.056499999999992e-09,20000,instrumental
instrument6.wav,6,2914.1576036826973,0.0041555494219032724,382.6220903486981,-6.735e-08,2.27035e-08,20000,instrumental
instrument6.wav,7,3438.7295705529505,0.0035416954141943794,465.7224905324809,9.554999999999998e-08,3.726600000000001e-08,20000,instrumental
instrument6.wav,8,4296.300477035446,0.005396290050590219,319.01047064234245,7.349999999999978e-09,1.9330000000000008e-08,20000,instrumental
instrument6.wav,9,5141.174163685517,0.005670324281248085,272.8559737632563,-2.8150000000000007e-08,-3.5015999999999994e-08,20000,instrumental
instrument7.wav,0,106.61736128794807,0.13882462456707143,12.19179819938215,1.6565e-07,5.8916e-08,20000,instrumental
instrument7.wav,1,293.5595059868142,0.05752184113710848,20.242890789749957,5.09e-08,1.3965999999999994e-08,20000,instrumental
instrument7.wav,2,453.62258407448735,0.040136588572576376,28.40395887734419,5.38e-08,1.4622499999999999e-08,20000,instrumental
instrument7.wav,3,598.6145527927692,0.03138853759091262,37.71832497066598,3.21e-08,6.7944999999999976e-09,20000,instrumental
instrument7.wav,4,781.4682982795385,0.025427017747318727,48.61617485241006,3.610000000000001e-08,1.9263999999999993e-08,20000,instrumental
instrument7.wav,5,1010.8856784046186,0.020340329554430357,63.38339352488095,1.2400000000000008e-08,-2.436500000000004e-09,20000,instrumental
instrument7.wav,6,1352.1036517794807,0.017483379602571597,87.94545404734073,3.445000000000001e-08,1.2371999999999997e-08,20000,instrumental
instrument7.wav,7,1799.9252310865043,0.012651523798653122,120.43006049537723,3.4500000000000024e-09,-5.625000000000042e-10,20000,instrumental
